"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Josh Bauer","NSH","2022","D","$66,724","$66,724","2022-04-15"
"","Josh Bauer","NSH","2022","D","$66,724","$66,724","2022-09-02"
"","Luke Haakenson","NSH","2021","M","$66,724","$66,724","2021-04-15"
"","Luke Haakenson","NSH","2021","M","$66,724","$66,724","2021-09-30"
"","Justin McMaster","MIN","2022","M","$66,724","$66,724","2022-04-15"
"","Justin McMaster","MIN","2022","M","$66,724","$66,724","2022-09-02"
"","Will Pulisic","ATX","2022","GK","$66,724","$66,724","2022-04-15"
"","Will Pulisic","ATX","2022","GK","$66,724","$66,724","2022-09-02"
"","Edward Kizza","NER","2022","F","$66,724","$66,724","2022-04-15"
"","Edward Kizza","NER","2022","F","$66,724","$66,724","2022-09-02"
"","Marcelo Palomino","HOU","2021","F","$66,724","$66,724","2021-04-15"
"","Marcelo Palomino","HOU","2021","F","$66,724","$66,724","2021-09-30"
"","Joey Dezart","ORL","2021","M","$66,724","$66,724","2021-04-15"
"","Joey Dezart","ORL","2021","M","$66,724","$66,724","2021-09-30"
"","Isaac Boehmer","VAN","2021","GK","$66,724","$66,724","2021-04-15"
"","Isaac Boehmer","VAN","2021","GK","$66,724","$66,724","2021-09-30"
"","Edwin Munjoma","FCD","2021","D","$66,724","$66,724","2021-04-15"
"","Edwin Munjoma","FCD","2021","D","$66,724","$66,724","2021-09-30"
"","Zac McGraw","POR","2021","D","$66,724","$66,724","2021-04-15"
"","Zac McGraw","POR","2021","D","$66,724","$66,724","2021-09-30"
"","Kevin Silva","TOR","2021","GK","$66,724","$66,724","2021-04-15"
"","Kevin Silva","TOR","2021","GK","$66,724","$66,724","2021-09-30"
"","Jairo Quinteros","MIA","2021","D","$66,724","$66,724","2021-04-15"
"","Jairo Quinteros","MIA","2021","D","$66,724","$66,724","2021-09-30"
"","Noah Billingsley","MIN","2021","D","$66,724","$66,724","2021-04-15"
"","Noah Billingsley","MIN","2021","D","$66,724","$66,724","2021-09-30"
"","Irakoze Donasiyano","NSH","2022","M","$66,724","$66,724","2022-04-15"
"","Irakoze Donasiyano","NSH","2022","M","$66,724","$66,724","2022-09-02"
"","Zico Bailey","CIN","2021","D","$66,724","$66,724","2021-04-15"
"","Zico Bailey","CIN","2021","D","$66,724","$66,724","2021-09-30"
"","Nabilai Kibunguchy","MIN","2022","F","$66,724","$66,724","2022-04-15"
"","Nabilai Kibunguchy","MIN","2022","F","$66,724","$66,724","2022-09-02"
"","David Egbo","VAN","2022","F","$66,724","$66,724","2022-04-15"
"","David Egbo","VAN","2022","F","$66,724","$66,724","2022-09-02"
"","Nico Lemoine","HOU","2021","F","$66,724","$66,724","2021-04-15"
"","Nico Lemoine","HOU","2021","F","$66,724","$66,724","2021-09-30"
"","Daniel Aguirre","LAG","2022","M","$66,724","$66,724","2022-04-15"
"","Daniel Aguirre","LAG","2022","M","$66,724","$66,724","2022-09-02"
"","Anthony Wallace","COL","2013","D","$66,564","$66,564","2013-05-01"
"","Anthony Wallace","COL","2013","D","$66,564","$66,564","2013-08-01"
"","Anthony Wallace","COL","2013","D","$66,564","$66,564","2013-09-15"
"","Cameron Duke","SKC","2020","M","$63,547","$66,547","2020-12-01"
"","Jacob Greene","DCU","2021","D","$63,547","$66,547","2021-04-15"
"","Jacob Greene","DCU","2021","D","$63,547","$66,547","2021-09-30"
"","Osvaldo Cisneros","SKC","2021","M","$63,547","$66,547","2021-04-15"
"","Osvaldo Cisneros","SKC","2021","F","$63,547","$66,547","2021-09-30"
"","Anthony Sorenson","PHI","2021","M","$63,547","$66,547","2021-09-30"
"","Collin Smith","FCD","2021","D","$63,547","$66,547","2021-09-30"
"","Alex Muyl","NYRB","2016","F","$62,500","$66,500","2016-05-15"
"","Alex Muyl","NYRB","2016","F","$62,500","$66,500","2016-09-15"
"","Abdoulie Mansally","RSL","2015","F","$60,000","$66,500","2015-07-15"
"","Abdoulie Mansally","RSL","2015","F","$60,000","$66,500","2015-09-15"
"","Joseph Greenspan","MIN","2017","D","$65,000","$66,469","2017-04-15"
"","Joseph Greenspan","MIN","2017","D","$65,000","$66,469","2017-09-15"
"","Aaron Kovar","SEA","2017","M","$66,150","$66,350","2017-04-15"
"","Aaron Kovar","SEA","2017","M","$66,150","$66,350","2017-09-15"
"","Wikelman Carmona","NYRB","2021","M","$63,547","$66,297","2021-04-15"
"","Wikelman Carmona","NYRB","2021","M","$63,547","$66,297","2021-09-30"
"","Darwin Jones","SEA","2015","F","$60,000","$66,250","2015-07-15"
"","Darwin Jones","SEA","2015","F","$60,000","$66,250","2015-09-15"
"","Matt Miazga","NYRB","2013","D","$60,000","$66,250","2013-08-01"
"","Matt Miazga","NYRB","2013","D","$60,000","$66,250","2013-09-15"
"","Julian Vázquez","RSL","2019","F","$56,250","$66,250","2019-06-01"
"","Julian Vázquez","RSL","2019","F","$56,250","$66,250","2019-09-13"
"","John McCarthy","PHI","2015","GK","$60,000","$66,250","2015-09-15"
"","Ryan Meara","NYRB","2013","GK","$65,000","$66,250","2013-05-01"
"","Ryan Meara","NYRB","2013","GK","$65,000","$66,250","2013-08-01"
"","Ryan Meara","NYRB","2013","GK","$65,000","$66,250","2013-09-15"
"","Thomas Hasal","VAN","2019","GK","$56,250","$66,250","2019-06-01"
"","Thomas Hasal","VAN","2019","GK","$56,250","$66,250","2019-09-13"
"","Fabian Castillo","FCD","2013","F","$60,000","$66,250","2013-05-01"
"","Fabian Castillo","FCD","2013","F","$60,000","$66,250","2013-08-01"
"","Fabian Castillo","FCD","2013","F","$60,000","$66,250","2013-09-15"
"","Ismael Koné","MTL","2021","M","$63,547","$66,172","2021-09-30"
"","Joevin Jones","CHI","2015","M","$60,000","$66,167","2015-07-15"
"","Joevin Jones","CHI","2015","M","$60,000","$66,167","2015-09-15"
"","Bradford Jamieson","LAG","2017","F","$66,150","$66,150","2017-04-15"
"","Bradford Jamieson","LAG","2017","F","$66,150","$66,150","2017-09-15"
"","Dylan Remick","SEA","2017","D","$66,150","$66,150","2017-04-15"
"","Dylan Remick","HOU","2017","D","$66,150","$66,150","2017-09-15"
"","Bryan Meredith","SEA","2017","GK","$66,150","$66,150","2017-04-15"
"","Bryan Meredith","SEA","2017","GK","$66,150","$66,150","2017-09-15"
"","Dave Romney","LAG","2017","D","$66,150","$66,150","2017-04-15"
"","Dave Romney","LAG","2017","D","$66,150","$66,150","2017-09-15"
"","Donald Smith","NER","2017","M","$66,150","$66,150","2017-04-15"
"","Donald Smith","NER","2017","M","$66,150","$66,150","2017-09-15"
"","Harrison Heath","ATL","2017","M","$66,150","$66,150","2017-04-15"
"","Harrison Heath","ATL","2017","M","$66,150","$66,150","2017-09-15"
"","Anthony Jackson-Hamel","MTL","2017","F","$66,150","$66,150","2017-04-15"
"","Anthony Jackson-Hamel","MTL","2017","F","$66,150","$66,150","2017-09-15"
"","John Berner","COL","2017","GK","$66,150","$66,150","2017-04-15"
"","John Berner","COL","2017","GK","$66,150","$66,150","2017-09-15"
"","Lalo Fernandez","RSL","2017","GK","$66,150","$66,150","2017-04-15"
"","John Pulskamp","SKC","2020","GK","$63,547","$66,047","2020-12-01"
"","Victor Mansaray","SEA","2016","F","$62,500","$66,000","2016-05-15"
"","Victor Mansaray","SEA","2016","F","$62,500","$66,000","2016-09-15"
"","Brad Knighton","VAN","2013","GK","$66,000","$66,000","2013-05-01"
"","Chris Konopka","TOR","2015","GK","$66,000","$66,000","2015-07-15"
"","Chris Konopka","TOR","2015","GK","$66,000","$66,000","2015-09-15"
"","Calum Mallace","MTL","2014","M","$50,848","$65,848","2014-04-01"
"","Calum Mallace","MTL","2014","M","$50,848","$65,848","2014-09-15"
"","Ethan Finlay","CLB","2014","F","$50,848","$65,848","2014-04-01"
"","Ethan Finlay","CLB","2014","F","$50,848","$65,848","2014-09-15"
"","Jackson Hopkins","DCU","2022","M","$65,500","$65,833","2022-04-15"
"","Jackson Hopkins","DCU","2022","M","$65,500","$65,833","2022-09-02"
"","Micheal Azira","COL","2016","M","$63,000","$65,827","2016-05-15"
"","Micheal Azira","COL","2016","M","$63,000","$65,827","2016-09-15"
"","Rob Vincent","DCU","2017","M","$65,633","$65,633","2017-04-15"
"","Rob Vincent","DCU","2017","M","$65,633","$65,633","2017-09-15"
"","Tyler Miller","SEA","2017","GK","$65,633","$65,633","2017-04-15"
"","Tyler Miller","SEA","2017","GK","$65,633","$65,633","2017-09-15"
"","Ricardo Velazco","RSL","2017","F","$65,633","$65,633","2017-04-15"
"","Ricardo Velazco","RSL","2017","F","$65,633","$65,633","2017-09-15"
"","Andre Rawls","NYC","2017","GK","$65,633","$65,633","2017-04-15"
"","Andre Rawls","NYC","2017","GK","$65,633","$65,633","2017-09-15"
"","Kevin Garcia","HOU","2017","D","$65,633","$65,633","2017-04-15"
"","Kevin Garcia","HOU","2017","D","$65,633","$65,633","2017-09-15"
"","Oniel Fisher","SEA","2017","M","$65,625","$65,625","2017-04-15"
"","Oniel Fisher","SEA","2017","M","$65,625","$65,625","2017-09-15"
"","Anatole Bertrand-Abang","NYRB","2017","F","$65,625","$65,625","2017-04-15"
"","Anatole Bertrand-Abang","NYRB","2017","F","$65,625","$65,625","2017-09-15"
"","Cody Cropper","NER","2017","F","$65,625","$65,625","2017-04-15"
"","Cody Cropper","NER","2017","F","$65,625","$65,625","2017-09-15"
"","Raul Mendiola","LAG","2017","F","$65,625","$65,625","2017-04-15"
"","Raul Mendiola","LAG","2017","F","$65,625","$65,625","2017-09-15"
"","Rodrigo Saravia","CLB","2017","M","$65,625","$65,625","2017-04-15"
"","Rodrigo Saravia","CLB","2017","M","$65,625","$65,625","2017-09-15"
"","Mikey Ambrose","ATL","2017","D","$65,625","$65,625","2017-04-15"
"","Mikey Ambrose","ATL","2017","D","$65,625","$65,625","2017-09-15"
"","Eirik Holmen Johansen","NYC","2017","GK","$65,625","$65,625","2017-04-15"
"","Eirik Holmen Johansen","NYC","2017","GK","$65,625","$65,625","2017-09-15"
"","Danilo Acosta","RSL","2017","M","$65,625","$65,625","2017-04-15"
"","Danilo Acosta","RSL","2017","M","$65,625","$65,625","2017-09-15"
"","Clément Diop","LAG","2017","GK","$65,625","$65,625","2017-04-15"
"","Clément Diop","LAG","2017","GK","$65,625","$65,625","2017-09-15"
"","Brandon Allen","NYRB","2017","F","$65,625","$65,625","2017-04-15"
"","Brandon Allen","MIN","2017","F","$65,625","$65,625","2017-09-15"
"","Zachary Herivaux","NER","2017","M","$65,625","$65,625","2017-04-15"
"","Zachary Herivaux","NER","2017","M","$65,625","$65,625","2017-09-15"
"","Travis Worra","DCU","2017","GK","$65,625","$65,625","2017-04-15"
"","Travis Worra","DCU","2017","GK","$65,625","$65,625","2017-09-15"
"","Jack McBean","LAG","2017","F","$65,625","$65,625","2017-04-15"
"","Jack McBean","LAG","2017","F","$65,625","$65,625","2017-09-15"
"","Eric Ayuk","PHI","2017","M","$65,625","$65,625","2017-04-15"
"","Eric Ayuk","PHI","2017","M","$65,625","$65,625","2017-09-15"
"","Drew Conner","CHI","2017","M","$65,625","$65,625","2017-04-15"
"","Drew Conner","CHI","2017","M","$65,625","$65,625","2017-09-15"
"","Tony Rocha","ORL","2017","M","$65,621","$65,621","2017-04-15"
"","Tony Rocha","ORL","2017","M","$65,621","$65,621","2017-09-15"
"","Russell Teibert","VAN","2013","M","$60,000","$65,600","2013-05-01"
"","Russell Teibert","VAN","2013","M","$60,000","$65,600","2013-08-01"
"","Russell Teibert","VAN","2013","M","$60,000","$65,600","2013-09-15"
"","Coy Craft","FCD","2014","F","$48,504","$65,587","2014-09-15"
"","Nana Attakora","DCU","2014","D","$62,500","$65,576","2014-04-01"
"","Nana Attakora","DCU","2014","D","$62,500","$65,576","2014-09-15"
"","Antonio Leone","LAFC","2020","D","$63,547","$65,547","2020-12-01"
"","Gianfranco Facchineri","VAN","2020","D","$63,547","$65,547","2020-12-01"
"","Erik Duenas","LAFC","2020","D","$63,547","$65,547","2020-12-01"
"","Patrick Okonkwo","ATL","2018","F","$54,504","$65,504","2018-05-01"
"","Patrick Okonkwo","ATL","2018","F","$54,504","$65,504","2018-09-15"
"","Themi Antonoglou","TOR","2022","M","$65,500","$65,500","2022-09-02"
"","Aiden McFadden","ATL","2022","D","$65,500","$65,500","2022-09-02"
"","Ryan Spaulding","NER","2022","M","$65,500","$65,500","2022-04-15"
"","Ryan Spaulding","NER","2022","M","$65,500","$65,500","2022-09-02"
"","Oskar Aegren","SJE","2022","D","$65,500","$65,500","2022-04-15"
"","Oskar Aegren","SJE","2022","D","$65,500","$65,500","2022-09-02"
"","Felipe Valencia","MIA","2022","F","$65,500","$65,500","2022-04-15"
"","Felipe Valencia","MIA","2022","F","$65,500","$65,500","2022-09-02"
"","Jake LaCava","NYRB","2022","F","$65,500","$65,500","2022-04-15"
"","Jake LaCava","NYRB","2022","F","$65,500","$65,500","2022-09-02"
"","Jacob Jackson","NER","2022","GK","$65,500","$65,500","2022-04-15"
"","Jacob Jackson","NER","2022","GK","$65,500","$65,500","2022-09-02"
"","Jake Morris","CLB","2022","D","$65,500","$65,500","2022-04-15"
"","Jake Morris","CLB","2022","D","$65,500","$65,500","2022-09-02"
"","Sofiane Djeffal","DCU","2022","M","$65,500","$65,500","2022-04-15"
"","Sofiane Djeffal","DCU","2022","M","$65,500","$65,500","2022-09-02"
"","Preston Judd","LAG","2022","F","$65,500","$65,500","2022-04-15"
"","Preston Judd","LAG","2022","F","$65,500","$65,500","2022-09-02"
"","Chris Donovan","PHI","2022","F","$65,500","$65,500","2022-09-02"
"","Harvey Neville","MIA","2022","D","$65,500","$65,500","2022-09-02"
"","George Marks","CLT","2022","GK","$65,500","$65,500","2022-04-15"
"","George Marks","CLT","2022","GK","$65,500","$65,500","2022-09-02"
"","Kevin O'Toole","NYC","2022","F","$65,500","$65,500","2022-04-15"
"","Kevin O'Toole","NYC","2022","F","$65,500","$65,500","2022-09-02"
"","Sergio Oregel Jr","CHI","2022","M","$65,500","$65,500","2022-04-15"
"","Sergio Oregel Jr","CHI","2022","M","$65,500","$65,500","2022-09-02"
"","Ahmed Longmire","NSH","2022","M","$65,500","$65,500","2022-04-15"
"","Ahmed Longmire","NSH","2022","M","$65,500","$65,500","2022-09-02"
"","Hayden Sargis","DCU","2022","D","$65,500","$65,500","2022-04-15"
"","Hayden Sargis","DCU","2022","D","$65,500","$65,500","2022-09-02"
"","Adam Armour","CLT","2022","D","$65,500","$65,500","2022-04-15"
"","Adam Armour","CLT","2022","D","$65,500","$65,500","2022-09-02"
"","Justin Garces","ATL","2022","GK","$65,500","$65,500","2022-04-15"
"","Justin Garces","ATL","2022","GK","$65,500","$65,500","2022-09-02"
"","Nico Benalcazar","NYC","2022","D","$65,500","$65,500","2022-04-15"
"","Nico Benalcazar","NYC","2022","D","$65,500","$65,500","2022-09-02"
"","George Acosta","MIA","2022","M","$65,500","$65,500","2022-04-15"
"","George Acosta","MIA","2022","M","$65,500","$65,500","2022-09-02"
"","Nathan","POR","2022","F","$65,500","$65,500","2022-09-02"
"","Jonathan Jimenez","NYC","2022","F","$65,500","$65,500","2022-04-15"
"","Jonathan Jimenez","NYC","2022","F","$65,500","$65,500","2022-09-02"
"","Zach Ryan","NYRB","2022","F","$65,500","$65,500","2022-04-15"
"","Zach Ryan","NYRB","2022","F","$65,500","$65,500","2022-09-02"
"","Diego Gutiérrez","POR","2022","F","$65,500","$65,500","2022-04-15"
"","Diego Gutiérrez","POR","2022","F","$65,500","$65,500","2022-09-02"
"","Samuel Adeniran","SEA","2022","F","$65,500","$65,500","2022-04-15"
"","Samuel Adeniran","SEA","2022","F","$65,500","$65,500","2022-09-02"
"","William Richmond","SJE","2022","F","$65,500","$65,500","2022-04-15"
"","William Richmond","SJE","2022","F","$65,500","$65,500","2022-09-02"
"","Theodore Ku-Dipietro","DCU","2022","M","$65,500","$65,500","2022-04-15"
"","Theodore Ku-Dipietro","DCU","2022","M","$65,500","$65,500","2022-09-02"
"","Kalil ElMedkhar","FCD","2022","F","$65,500","$65,500","2022-04-15"
"","Jojea Kwizera","MTL","2022","M","$65,500","$65,500","2022-04-15"
"","Will Meyer","NSH","2022","GK","$65,500","$65,500","2022-04-15"
"","Will Meyer","NSH","2022","GK","$65,500","$65,500","2022-09-02"
"","Luca Petrasso","TOR","2022","D","$65,500","$65,500","2022-04-15"
"","Daniel Trejo","LAFC","2022","F","$65,500","$65,500","2022-09-02"
"","Bryce Washington","ATL","2022","D","$65,500","$65,500","2022-04-15"
"","Bryce Washington","ATL","2022","D","$65,500","$65,500","2022-09-02"
"","Jaziel Orozco","RSL","2022","D","$65,500","$65,500","2022-04-15"
"","Jaziel Orozco","RSL","2022","D","$65,500","$65,500","2022-09-02"
"","Roberto Avila","HOU","2022","F","$65,500","$65,500","2022-09-02"
"","Tsiki Ntsabeleng","FCD","2022","M","$65,500","$65,500","2022-04-15"
"","Tsiki Ntsabeleng","FCD","2022","M","$65,500","$65,500","2022-09-02"
"","Justin Rasmussen","POR","2022","D","$65,500","$65,500","2022-04-15"
"","Justin Rasmussen","POR","2022","D","$65,500","$65,500","2022-09-02"
"","Missael Rodriguez","CHI","2022","F","$65,500","$65,500","2022-04-15"
"","Missael Rodriguez","CHI","2022","F","$65,500","$65,500","2022-09-02"
"","Joseph Rosales","MIN","2022","M","$65,500","$65,500","2022-04-15"
"","Joseph Rosales","MIN","2022","M","$65,500","$65,500","2022-09-02"
"","Edison Azcona","MIA","2022","M","$65,500","$65,500","2022-04-15"
"","Edison Azcona","MIA","2022","M","$65,500","$65,500","2022-09-02"
"","Damian Las","ATX","2022","GK","$65,500","$65,500","2022-04-15"
"","Damian Las","ATX","2022","GK","$65,500","$65,500","2022-09-02"
"","Koa Santos","CLT","2022","D","$65,500","$65,500","2022-04-15"
"","Koa Santos","CLT","2022","D","$65,500","$65,500","2022-09-02"
"","Dylan Teves","SEA","2022","M","$65,500","$65,500","2022-04-15"
"","Dylan Teves","SEA","2022","M","$65,500","$65,500","2022-09-02"
"","Efrain Morales","ATL","2022","D","$65,500","$65,500","2022-04-15"
"","Efrain Morales","ATL","2022","D","$65,500","$65,500","2022-09-02"
"","Steven Sserwadda","NYRB","2022","M","$65,500","$65,500","2022-09-02"
"","Jack Lynn","ORL","2022","F","$65,500","$65,500","2022-04-15"
"","Jack Lynn","ORL","2022","F","$65,500","$65,500","2022-09-02"
"","Isaac Boehmer","VAN","2022","GK","$65,500","$65,500","2022-04-15"
"","Isaac Boehmer","VAN","2022","GK","$65,500","$65,500","2022-09-02"
"","Charlie Asensio","ATX","2022","D","$65,500","$65,500","2022-04-15"
"","Charlie Asensio","ATX","2022","D","$65,500","$65,500","2022-09-02"
"","Noel Buck","NER","2022","M","$65,500","$65,500","2022-04-15"
"","Noel Buck","NER","2022","M","$65,500","$65,500","2022-09-02"
"","Tani Oluwaseyi","MIN","2022","M","$65,500","$65,500","2022-04-15"
"","Tani Oluwaseyi","MIN","2022","M","$65,500","$65,500","2022-09-02"
"","Erik Palmer-Brown","SKC","2016","D","$65,000","$65,500","2016-05-15"
"","Erik Palmer-Brown","SKC","2016","D","$65,000","$65,500","2016-09-15"
"","Ryan Sailor","MIA","2022","D","$65,500","$65,500","2022-04-15"
"","Ryan Sailor","MIA","2022","D","$65,500","$65,500","2022-09-02"
"","Quinn McNeill","CLT","2022","M","$65,500","$65,500","2022-04-15"
"","Quinn McNeill","CLT","2022","M","$65,500","$65,500","2022-09-02"
"","Anthony Markanich","COL","2022","D","$65,500","$65,500","2022-04-15"
"","Anthony Markanich","COL","2022","D","$65,500","$65,500","2022-09-02"
"","Jackson Ragen","SEA","2022","D","$65,500","$65,500","2022-04-15"
"","Jackson Ragen","SEA","2022","D","$65,500","$65,500","2022-09-02"
"","Oliver Larraz","COL","2022","M","$65,500","$65,500","2022-04-15"
"","Oliver Larraz","COL","2022","M","$65,500","$65,500","2022-09-02"
"","Nicholas Markanich","CIN","2022","F","$65,500","$65,500","2022-04-15"
"","Nicholas Markanich","CIN","2022","F","$65,500","$65,500","2022-09-02"
"","Dillon Serna","COL","2014","M","$52,500","$65,500","2014-04-01"
"","Dillon Serna","COL","2014","M","$52,500","$65,500","2014-09-15"
"","Ben Reveno","NER","2022","D","$65,500","$65,500","2022-09-02"
"","Machop Chol","ATL","2022","M","$65,500","$65,500","2022-04-15"
"","Machop Chol","ATL","2022","M","$65,500","$65,500","2022-09-02"
"","Jake Davis","SKC","2022","M","$65,500","$65,500","2022-04-15"
"","Jake Davis","SKC","2022","M","$65,500","$65,500","2022-09-02"
"","Fred","PHI","2014","M","$65,460","$65,460","2014-04-01"
"","Fred","PHI","2014","M","$65,460","$65,460","2014-09-15"
"","Alex Monis","CHI","2020","F","$63,547","$65,447","2020-12-01"
"","Allan Rodriguez","CHI","2020","M","$63,547","$65,447","2020-12-01"
"","Chris Brady","CHI","2020","GK","$63,547","$65,447","2020-12-01"
"","Brian Gutierrez","CHI","2020","M","$63,547","$65,447","2020-12-01"
"","Javier Casas","CHI","2020","M","$63,547","$65,447","2020-12-01"
"","Connor Lade","NYRB","2016","D","$62,500","$65,313","2016-05-15"
"","Connor Lade","NYRB","2016","D","$62,500","$65,313","2016-09-15"
"","Ben Speas","CLB","2014","F","$65,100","$65,100","2014-04-01"
"","Ben Speas","CLB","2014","F","$65,100","$65,100","2014-09-15"
"","Daniel Steres","LAG","2016","D","$62,500","$65,086","2016-05-15"
"","Daniel Steres","LAG","2016","D","$62,500","$65,086","2016-09-15"
"","Jeff Attinella","RSL","2015","GK","$60,000","$65,083","2015-07-15"
"","Jeff Attinella","RSL","2015","GK","$60,000","$65,083","2015-09-15"
"","Jason Hernandez","TOR","2017","D","$65,004","$65,004","2017-04-15"
"","Jason Hernandez","TOR","2017","D","$65,004","$65,004","2017-09-15"
"","Mark Pais","TOR","2017","GK","$65,004","$65,004","2017-04-15"
"","Mark Pais","TOR","2017","GK","$65,004","$65,004","2017-09-15"
"","Luis Solignac","COL","2015","F","$65,004","$65,004","2015-07-15"
"","Luis Solignac","COL","2015","F","$65,004","$65,004","2015-09-15"
"","Jake Nerwinski","VAN","2017","D","$65,004","$65,004","2017-04-15"
"","Jake Nerwinski","VAN","2017","D","$65,004","$65,004","2017-09-15"
"","Matt Bersano","SJE","2017","GK","$65,004","$65,004","2017-04-15"
"","Matt Bersano","SJE","2017","GK","$65,004","$65,004","2017-09-15"
"","Jack Barmby","POR","2017","M","$65,004","$65,004","2017-04-15"
"","Jack Barmby","POR","2017","M","$65,004","$65,004","2017-09-15"
"","Kyle Reynish","ATL","2017","GK","$65,004","$65,004","2017-04-15"
"","Kyle Reynish","ATL","2017","GK","$65,004","$65,004","2017-09-15"
"","Matej Dekovic","CHI","2017","D","$65,004","$65,004","2017-04-15"
"","Matej Dekovic","CHI","2017","D","$65,004","$65,004","2017-09-15"
"","Soony Saad","SKC","2017","F","$65,004","$65,004","2017-04-15"
"","Soony Saad","SKC","2017","F","$65,004","$65,004","2017-09-15"
"","Carlos Alvarez","LAFC","2017","M","$65,004","$65,004","2017-04-15"
"","Carlos Alvarez","LAFC","2017","M","$65,004","$65,004","2017-09-15"
"","Oguchi Onyewu","PHI","2017","D","$65,004","$65,004","2017-04-15"
"","Oguchi Onyewu","PHI","2017","D","$65,004","$65,004","2017-09-15"
"","Daniel Johnson","CHI","2017","M","$65,004","$65,004","2017-04-15"
"","Daniel Johnson","CHI","2017","M","$65,004","$65,004","2017-09-15"
"","Sergio Camargo","TOR","2017","M","$65,004","$65,004","2017-04-15"
"","Sergio Camargo","TOR","2017","M","$65,004","$65,004","2017-09-15"
"","Sam Hamilton","COL","2017","M","$65,004","$65,004","2017-04-15"
"","Sam Hamilton","COL","2017","M","$65,004","$65,004","2017-09-15"
"","Jorge Corrales","CHI","2017","D","$65,004","$65,004","2017-09-15"
"","Mike da Fonte","COL","2017","D","$65,004","$65,004","2017-04-15"
"","Mike da Fonte","COL","2017","D","$65,004","$65,004","2017-09-15"
"","Mauro Rosales","VAN","2017","M","$65,004","$65,004","2017-04-15"
"","Mauro Rosales","VAN","2017","M","$65,004","$65,004","2017-09-15"
"","Spencer Richey","VAN","2017","GK","$65,004","$65,004","2017-04-15"
"","Spencer Richey","VAN","2017","GK","$65,004","$65,004","2017-09-15"
"","George Malki","HOU","2017","D","$65,004","$65,004","2017-04-15"
"","George Malki","HOU","2017","D","$65,004","$65,004","2017-09-15"
"","Jon Kempin","SKC","2017","GK","$65,004","$65,004","2017-04-15"
"","Jon Kempin","LAG","2017","GK","$65,004","$65,004","2017-09-15"
"","Brandt Bronico","CHI","2017","M","$65,004","$65,004","2017-04-15"
"","Brandt Bronico","CHI","2017","M","$65,004","$65,004","2017-09-15"
"","Abuchi Obinwa","CLB","2017","M","$65,004","$65,004","2017-04-15"
"","Abuchi Obinwa","CLB","2017","M","$65,004","$65,004","2017-09-15"
"","James Musa","SKC","2017","D","$65,004","$65,004","2017-09-15"
"","Kharlton Belmar","SKC","2017","F","$65,004","$65,004","2017-09-15"
"","Ben Sweat","NYC","2017","D","$65,004","$65,004","2017-04-15"
"","Ben Sweat","NYC","2017","D","$65,004","$65,004","2017-09-15"
"","Bradley Diallo","LAG","2017","D","$65,004","$65,004","2017-04-15"
"","Bradley Diallo","LAG","2017","D","$65,004","$65,004","2017-09-15"
"","Benoit Cheyrou","TOR","2017","M","$65,004","$65,004","2017-04-15"
"","Benoit Cheyrou","TOR","2017","M","$65,004","$65,004","2017-09-15"
"","Vicente Sánchez","HOU","2017","F","$65,004","$65,004","2017-04-15"
"","Vicente Sánchez","HOU","2017","F","$65,004","$65,004","2017-09-15"
"","Eduardo Cortés","FCD","2017","GK","$65,004","$65,004","2017-09-15"
"","Alex Tambakis","ATL","2017","GK","$65,004","$65,004","2017-04-15"
"","Alex Tambakis","ATL","2017","GK","$65,004","$65,004","2017-09-15"
"","Cameron Iwasa","SKC","2017","F","$65,004","$65,004","2017-09-15"
"","Russell Canouse","DCU","2017","M","$65,000","$65,000","2017-09-15"
"","Victor Arboleda","POR","2017","M","$65,000","$65,000","2017-04-15"
"","Victor Arboleda","POR","2017","M","$65,000","$65,000","2017-09-15"
"","Adam Najem","PHI","2017","M","$65,000","$65,000","2017-04-15"
"","Adam Najem","PHI","2017","M","$65,000","$65,000","2017-09-15"
"","Earl Edwards Jr.","ORL","2017","GK","$65,000","$65,000","2017-04-15"
"","Earl Edwards Jr.","ORL","2017","GK","$65,000","$65,000","2017-09-15"
"","Maxim Tissot","DCU","2017","D","$65,000","$65,000","2017-04-15"
"","Ben McKendry","VAN","2017","M","$65,000","$65,000","2017-04-15"
"","Ben McKendry","VAN","2017","M","$65,000","$65,000","2017-09-15"
"","John Stertzer","NYC","2017","M","$65,000","$65,000","2017-04-15"
"","John Stertzer","NYC","2017","M","$65,000","$65,000","2017-09-15"
"","Matheus Silva","SJE","2017","M","$65,000","$65,000","2017-04-15"
"","Matheus Silva","SJE","2017","M","$65,000","$65,000","2017-09-15"
"","Andrew Wiedeman","TOR","2013","F","$55,000","$65,000","2013-05-01"
"","Andrew Wiedeman","TOR","2013","F","$55,000","$65,000","2013-08-01"
"","Andrew Wiedeman","TOR","2013","F","$55,000","$65,000","2013-09-15"
"","Andre Lewis","VAN","2015","M","$60,000","$65,000","2015-07-15"
"","Ethan White","NYC","2017","D","$65,000","$65,000","2017-04-15"
"","Ethan White","NYC","2017","D","$65,000","$65,000","2017-09-15"
"","Samuel Adekugbe","VAN","2015","D","$60,000","$65,000","2015-07-15"
"","Samuel Adekugbe","VAN","2015","D","$60,000","$65,000","2015-09-15"
"","Ken Tribbett","PHI","2017","D","$65,000","$65,000","2017-04-15"
"","Ken Tribbett","PHI","2017","D","$65,000","$65,000","2017-09-15"
